Unnamed: 0,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
17442,56.0,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,mon,241.0,6,999,0,nonexistent,no
17443,44.0,management,married,high.school,unknown,yes,no,cellular,jul,mon,418.0,1,999,0,nonexistent,no
17444,44.0,services,divorced,high.school,no,yes,yes,telephone,jul,mon,112.0,1,999,0,nonexistent,no
17445,57.0,retired,married,basic.4y,unknown,no,yes,cellular,jul,mon,65.0,5,999,0,nonexistent,no
17446,42.0,admin.,married,high.school,no,yes,yes,telephone,jul,mon,388.0,1,999,0,nonexistent,no
17447,53.0,unemployed,married,basic.6y,unknown,no,no,cellular,jul,mon,273.0,1,999,0,nonexistent,no
17448,59.0,housemaid,divorced,unknown,unknown,no,no,cellular,jul,mon,103.0,3,999,0,nonexistent,no
17449,44.0,services,divorced,high.school,no,yes,yes,cellular,jul,mon,1169.0,1,999,0,nonexistent,yes
17450,46.0,admin.,divorced,university.degree,no,yes,no,telephone,jul,mon,59.0,4,999,0,nonexistent,no
17451,40.0,blue-collar,married,professional.course,no,yes,yes,cellular,jul,mon,431.0,1,999,0,nonexistent,yes
17452,50.0,unknown,married,unknown,unknown,yes,no,cellular,jul,mon,143.0,1,999,0,nonexistent,no
17453,43.0,services,married,basic.6y,unknown,yes,yes,cellular,jul,mon,,3,999,0,nonexistent,no
17454,49.0,admin.,married,high.school,no,yes,yes,cellular,jul,mon,263.0,1,999,0,nonexistent,no
17455,40.0,self-employed,married,unknown,unknown,no,no,cellular,jul,mon,143.0,9,999,0,nonexistent,no
17456,40.0,admin.,divorced,high.school,no,no,no,cellular,jul,mon,837.0,2,999,0,nonexistent,yes
17457,45.0,services,married,professional.course,no,yes,no,cellular,jul,mon,19.0,23,999,0,nonexistent,no
17458,36.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,63.0,1,999,0,nonexistent,no
17459,45.0,admin.,married,high.school,unknown,no,yes,telephone,jul,mon,55.0,1,999,0,nonexistent,no
17460,51.0,services,married,high.school,unknown,yes,no,telephone,jul,mon,596.0,3,999,0,nonexistent,yes
17461,37.0,admin.,married,university.degree,unknown,yes,no,cellular,jul,mon,35.0,1,999,0,nonexistent,no
17462,47.0,housemaid,married,basic.4y,unknown,no,no,cellular,jul,mon,71.0,3,999,0,nonexistent,no
17463,38.0,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,101.0,3,999,0,nonexistent,no
17464,43.0,services,married,high.school,no,no,no,cellular,jul,mon,337.0,1,999,0,nonexistent,no
17465,43.0,services,married,basic.6y,unknown,yes,no,cellular,jul,mon,65.0,4,999,0,nonexistent,no
17466,42.0,unknown,married,unknown,no,yes,no,cellular,jul,mon,48.0,9,999,0,nonexistent,no
17467,45.0,services,married,high.school,unknown,no,no,cellular,jul,mon,174.0,1,999,0,nonexistent,no
17468,45.0,admin.,married,high.school,unknown,yes,no,cellular,jul,mon,201.0,1,999,0,nonexistent,no
17469,45.0,,divorced,basic.6y,no,no,yes,telephone,jul,mon,296.0,1,999,0,nonexistent,no
17470,35.0,entrepreneur,single,university.degree,no,no,no,cellular,jul,mon,180.0,3,999,0,nonexistent,no
17471,37.0,admin.,married,university.degree,unknown,no,no,cellular,jul,mon,332.0,1,999,0,nonexistent,no
17472,56.0,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,mon,55.0,3,999,0,nonexistent,no
17473,45.0,admin.,married,high.school,unknown,no,yes,cellular,jul,mon,301.0,1,999,0,nonexistent,no
17474,51.0,admin.,divorced,university.degree,no,no,no,telephone,jul,mon,359.0,1,999,0,nonexistent,no
17475,54.0,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,54.0,1,999,0,nonexistent,no
17476,51.0,technician,married,basic.9y,unknown,yes,no,cellular,jul,mon,114.0,1,999,0,nonexistent,no
17477,59.0,admin.,divorced,high.school,no,yes,no,cellular,jul,mon,86.0,3,999,0,nonexistent,no
17478,55.0,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,404.0,2,999,0,nonexistent,no
17479,34.0,blue-collar,single,high.school,no,yes,no,cellular,jul,mon,435.0,2,999,0,nonexistent,no
17480,57.0,admin.,married,university.degree,no,no,yes,cellular,jul,mon,231.0,3,999,0,nonexistent,no
17481,40.0,blue-collar,married,basic.4y,no,yes,yes,telephone,jul,mon,40.0,5,999,0,nonexistent,no
17482,43.0,admin.,single,university.degree,no,yes,no,cellular,jul,mon,73.0,6,999,0,nonexistent,no
17483,45.0,admin.,divorced,high.school,no,no,no,cellular,jul,mon,300.0,1,999,0,nonexistent,no
17484,48.0,services,married,high.school,unknown,yes,no,cellular,jul,mon,193.0,6,999,0,nonexistent,no
17485,44.0,management,married,high.school,unknown,no,yes,telephone,jul,mon,73.0,5,999,0,nonexistent,no
17486,58.0,,married,,unknown,no,no,cellular,jul,mon,22.0,18,999,0,nonexistent,no
17487,47.0,technician,married,basic.9y,no,yes,no,cellular,jul,mon,502.0,2,999,0,nonexistent,no
17488,47.0,self-employed,married,university.degree,no,no,yes,cellular,jul,mon,83.0,4,999,0,nonexistent,no
17489,51.0,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,289.0,4,999,0,nonexistent,no
17490,54.0,management,divorced,professional.course,no,no,no,cellular,jul,mon,89.0,1,999,0,nonexistent,no
17491,48.0,services,married,high.school,no,no,no,cellular,jul,mon,157.0,3,999,0,nonexistent,no
17492,51.0,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,438.0,2,999,0,nonexistent,no
17493,55.0,technician,married,professional.course,no,no,no,telephone,jul,mon,155.0,1,999,0,nonexistent,no
17494,40.0,blue-collar,married,professional.course,no,no,no,cellular,jul,mon,189.0,1,999,0,nonexistent,no
17495,40.0,blue-collar,married,professional.course,no,yes,no,cellular,jul,mon,96.0,3,999,0,nonexistent,no
17496,39.0,admin.,single,university.degree,no,yes,yes,cellular,jul,mon,25.0,18,999,0,nonexistent,no
17497,44.0,services,divorced,high.school,no,yes,yes,cellular,jul,mon,395.0,2,999,0,nonexistent,no
17498,26.0,blue-collar,single,high.school,unknown,yes,no,cellular,jul,mon,246.0,1,999,0,nonexistent,no
17499,59.0,admin.,divorced,high.school,unknown,no,yes,cellular,jul,mon,630.0,3,999,0,nonexistent,yes
17500,37.0,admin.,married,university.degree,no,no,no,cellular,jul,mon,60.0,4,999,0,nonexistent,no
17501,51.0,technician,married,basic.9y,unknown,no,no,cellular,jul,mon,116.0,3,999,0,nonexistent,no
17502,40.0,self-employed,married,unknown,unknown,no,no,telephone,jul,mon,1025.0,1,999,0,nonexistent,no
17503,47.0,admin.,married,university.degree,unknown,yes,no,cellular,jul,mon,231.0,8,999,0,nonexistent,no
17504,43.0,services,married,basic.6y,unknown,yes,yes,cellular,jul,mon,76.0,5,999,0,nonexistent,no
17505,53.0,unemployed,married,basic.6y,unknown,yes,no,cellular,jul,mon,131.0,3,999,0,nonexistent,no
17506,51.0,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,470.0,2,999,0,nonexistent,no
17507,50.0,management,divorced,university.degree,no,no,no,cellular,jul,mon,85.0,3,999,0,nonexistent,no
17508,48.0,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,mon,60.0,3,999,0,nonexistent,no
17509,48.0,technician,married,professional.course,no,yes,no,cellular,jul,mon,383.0,2,999,0,nonexistent,yes
17510,36.0,services,single,high.school,no,no,no,cellular,jul,mon,719.0,2,999,0,nonexistent,no
17511,40.0,unemployed,married,basic.9y,unknown,yes,no,cellular,jul,mon,68.0,2,999,0,nonexistent,no
17512,56.0,admin.,divorced,basic.6y,unknown,no,no,cellular,jul,mon,70.0,3,999,0,nonexistent,no
17513,36.0,blue-collar,single,basic.9y,no,no,no,cellular,jul,mon,234.0,2,999,0,nonexistent,no
17514,40.0,blue-collar,married,professional.course,no,no,no,cellular,jul,mon,81.0,5,999,0,nonexistent,no
17515,59.0,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,mon,106.0,10,999,0,nonexistent,no
17516,,self-employed,married,university.degree,unknown,no,no,cellular,jul,mon,83.0,4,999,0,nonexistent,no
17517,44.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,89.0,2,999,0,nonexistent,no
17518,47.0,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,82.0,4,999,0,nonexistent,no
17519,42.0,services,divorced,high.school,unknown,yes,no,cellular,jul,mon,118.0,3,999,0,nonexistent,no
17520,46.0,admin.,married,high.school,no,no,no,cellular,jul,mon,76.0,10,999,0,nonexistent,no
17521,49.0,technician,single,university.degree,unknown,no,no,telephone,jul,mon,97.0,1,999,0,nonexistent,no
17522,47.0,blue-collar,married,professional.course,no,no,no,cellular,jul,mon,86.0,2,999,0,nonexistent,no
17523,46.0,blue-collar,married,high.school,unknown,no,no,cellular,jul,mon,33.0,29,999,0,nonexistent,no
17524,51.0,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,1339.0,2,999,0,nonexistent,no
17525,49.0,technician,married,professional.course,no,yes,no,cellular,jul,mon,359.0,2,999,0,nonexistent,no
17526,40.0,blue-collar,married,professional.course,no,no,no,cellular,jul,mon,102.0,5,999,0,nonexistent,no
17527,46.0,,married,basic.4y,unknown,yes,no,cellular,jul,mon,59.0,8,999,0,nonexistent,no
17528,43.0,admin.,married,high.school,no,yes,no,cellular,jul,mon,128.0,22,999,0,nonexistent,no
17529,53.0,services,married,high.school,unknown,yes,no,cellular,jul,mon,153.0,1,999,0,nonexistent,no
17530,41.0,technician,divorced,professional.course,no,yes,no,cellular,jul,mon,112.0,2,999,0,nonexistent,no
17531,40.0,,married,professional.course,no,no,no,cellular,jul,mon,674.0,2,999,0,nonexistent,no
17532,37.0,admin.,married,university.degree,no,no,no,telephone,jul,mon,1009.0,5,999,0,nonexistent,yes
17533,55.0,self-employed,married,unknown,unknown,no,no,cellular,jul,mon,136.0,3,999,0,nonexistent,no
17534,54.0,admin.,married,university.degree,unknown,yes,no,cellular,jul,mon,121.0,2,999,0,nonexistent,no
17535,40.0,self-employed,married,unknown,unknown,yes,no,telephone,jul,mon,81.0,2,999,0,nonexistent,no
17536,42.0,management,divorced,university.degree,unknown,yes,no,cellular,jul,mon,141.0,3,999,0,nonexistent,no
17537,44.0,services,divorced,high.school,no,yes,no,cellular,jul,mon,158.0,5,999,0,nonexistent,no
17538,48.0,technician,married,unknown,no,yes,no,cellular,jul,mon,1096.0,2,999,0,nonexistent,yes
17539,42.0,,married,university.degree,no,unknown,unknown,cellular,jul,mon,624.0,3,999,0,nonexistent,no
17540,43.0,management,married,university.degree,unknown,no,no,cellular,jul,mon,93.0,2,999,0,nonexistent,no
17541,49.0,technician,married,professional.course,no,yes,no,cellular,jul,mon,534.0,3,999,0,nonexistent,no
17542,43.0,unemployed,divorced,basic.9y,no,no,no,cellular,jul,mon,117.0,2,999,0,nonexistent,no
17543,54.0,housemaid,divorced,basic.4y,no,yes,yes,cellular,jul,mon,78.0,3,999,0,nonexistent,no
17544,37.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,247.0,3,999,0,nonexistent,no
17545,45.0,services,married,university.degree,unknown,yes,no,telephone,jul,mon,317.0,8,999,0,nonexistent,no
17546,53.0,admin.,divorced,high.school,no,yes,no,telephone,jul,mon,75.0,3,999,0,nonexistent,no
17547,53.0,management,married,unknown,no,yes,yes,cellular,jul,mon,88.0,9,999,0,nonexistent,no
17548,56.0,services,divorced,university.degree,no,yes,no,cellular,jul,mon,63.0,5,999,0,nonexistent,no
17549,43.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,318.0,7,999,0,nonexistent,no
17550,30.0,,married,unknown,no,no,no,cellular,jul,mon,246.0,3,999,0,nonexistent,no
17551,52.0,admin.,divorced,,no,yes,no,cellular,jul,mon,867.0,2,999,0,nonexistent,yes
17552,43.0,unemployed,divorced,basic.9y,no,yes,yes,telephone,jul,mon,41.0,2,999,0,nonexistent,no
17553,48.0,unknown,married,unknown,unknown,yes,no,cellular,jul,mon,207.0,7,999,0,nonexistent,no
17554,56.0,services,divorced,high.school,unknown,yes,no,cellular,jul,mon,761.0,8,999,0,nonexistent,no
17555,41.0,admin.,married,high.school,no,yes,yes,cellular,jul,mon,234.0,15,999,0,nonexistent,no
17556,36.0,management,single,university.degree,no,no,no,cellular,jul,mon,310.0,5,999,0,nonexistent,no
17557,48.0,self-employed,married,,unknown,yes,yes,cellular,jul,mon,88.0,3,999,0,nonexistent,no
17558,45.0,admin.,married,high.school,no,yes,yes,cellular,jul,mon,283.0,4,999,0,nonexistent,no
17559,42.0,admin.,single,basic.9y,unknown,yes,no,cellular,jul,mon,418.0,3,999,0,nonexistent,no
17560,45.0,self-employed,divorced,university.degree,no,no,no,cellular,jul,mon,179.0,8,999,0,nonexistent,no
17561,39.0,admin.,single,high.school,no,no,no,cellular,jul,mon,419.0,7,999,0,nonexistent,no
17562,43.0,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,88.0,4,999,0,nonexistent,no
17563,53.0,management,divorced,high.school,no,no,no,cellular,jul,mon,121.0,2,999,0,nonexistent,no
17564,56.0,blue-collar,divorced,unknown,no,no,no,cellular,jul,mon,,3,999,0,nonexistent,no
17565,41.0,services,married,high.school,unknown,no,yes,telephone,jul,mon,187.0,11,999,0,nonexistent,no
17566,48.0,admin.,single,university.degree,no,yes,yes,cellular,jul,mon,141.0,7,999,0,nonexistent,no
17567,53.0,admin.,married,university.degree,no,yes,no,cellular,jul,mon,320.0,3,999,0,nonexistent,no
17568,42.0,technician,divorced,professional.course,no,yes,yes,cellular,jul,mon,154.0,5,999,0,nonexistent,no
17569,41.0,admin.,married,high.school,no,no,no,cellular,jul,mon,339.0,8,999,0,nonexistent,no
17570,54.0,admin.,divorced,,no,no,no,cellular,jul,mon,493.0,5,999,0,nonexistent,no
17571,43.0,admin.,married,high.school,no,no,yes,cellular,jul,mon,551.0,3,999,0,nonexistent,yes
17572,50.0,self-employed,married,professional.course,no,yes,yes,cellular,jul,mon,106.0,2,999,0,nonexistent,no
17573,44.0,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,239.0,4,999,0,nonexistent,no
17574,39.0,technician,single,university.degree,unknown,no,no,cellular,jul,mon,644.0,3,999,0,nonexistent,no
17575,57.0,retired,married,university.degree,no,yes,no,cellular,jul,mon,322.0,11,999,0,nonexistent,no
17576,54.0,admin.,divorced,unknown,no,yes,yes,cellular,jul,mon,269.0,7,999,0,nonexistent,no
17577,38.0,admin.,married,university.degree,no,yes,no,cellular,jul,mon,124.0,3,999,0,nonexistent,no
17578,,technician,single,university.degree,unknown,yes,no,cellular,jul,mon,333.0,4,999,0,nonexistent,no
17579,53.0,admin.,married,high.school,no,no,no,cellular,jul,mon,180.0,5,999,0,nonexistent,no
17580,32.0,blue-collar,single,basic.4y,no,no,no,cellular,jul,mon,160.0,4,999,0,nonexistent,no
17581,47.0,services,divorced,high.school,no,yes,no,cellular,jul,mon,192.0,19,999,0,nonexistent,no
17582,49.0,management,married,university.degree,unknown,yes,no,telephone,jul,mon,182.0,12,999,0,nonexistent,no
17583,36.0,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,76.0,2,999,0,nonexistent,no
17584,50.0,self-employed,divorced,university.degree,unknown,yes,no,cellular,jul,mon,433.0,4,999,0,nonexistent,no
17585,56.0,technician,divorced,basic.6y,no,yes,no,cellular,jul,mon,120.0,4,999,0,nonexistent,no
17586,27.0,admin.,married,high.school,no,yes,no,cellular,jul,mon,290.0,2,999,0,nonexistent,no
17587,57.0,admin.,married,,no,yes,no,cellular,jul,mon,118.0,4,999,0,nonexistent,no
17588,39.0,admin.,divorced,,no,yes,no,cellular,jul,mon,58.0,5,999,0,nonexistent,no
17589,46.0,admin.,married,high.school,no,yes,no,cellular,jul,mon,149.0,11,999,0,nonexistent,no
17590,40.0,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,114.0,4,999,0,nonexistent,no
17591,38.0,student,single,unknown,unknown,no,no,cellular,jul,mon,91.0,3,999,0,nonexistent,no
17592,43.0,unemployed,divorced,basic.9y,no,no,no,cellular,jul,mon,398.0,7,999,0,nonexistent,no
17593,42.0,services,married,basic.4y,no,no,no,cellular,jul,mon,101.0,3,999,0,nonexistent,no
17594,,blue-collar,divorced,unknown,no,no,yes,cellular,jul,mon,117.0,8,999,0,nonexistent,no
17595,47.0,services,married,basic.6y,no,yes,no,cellular,jul,mon,159.0,10,999,0,nonexistent,no
17596,40.0,management,married,university.degree,unknown,yes,no,cellular,jul,mon,37.0,12,999,0,nonexistent,no
17597,36.0,technician,divorced,university.degree,no,no,yes,cellular,jul,mon,127.0,4,999,0,nonexistent,no
17598,43.0,housemaid,married,basic.4y,no,no,no,cellular,jul,mon,90.0,6,999,0,nonexistent,no
17599,46.0,admin.,divorced,professional.course,no,no,yes,cellular,jul,mon,155.0,2,999,0,nonexistent,no
17600,37.0,services,married,high.school,no,no,yes,cellular,jul,mon,264.0,5,999,0,nonexistent,no
17601,58.0,unemployed,divorced,high.school,no,no,no,cellular,jul,mon,377.0,4,999,0,nonexistent,no
17602,57.0,,married,high.school,no,no,no,cellular,jul,mon,73.0,2,999,0,nonexistent,no
17603,58.0,housemaid,married,university.degree,unknown,yes,no,cellular,jul,mon,71.0,6,999,0,nonexistent,no
17604,44.0,blue-collar,married,unknown,unknown,no,no,cellular,jul,mon,118.0,2,999,0,nonexistent,no
17605,58.0,admin.,married,university.degree,unknown,no,no,cellular,jul,mon,257.0,6,999,0,nonexistent,no
17606,30.0,admin.,married,unknown,no,no,no,cellular,jul,mon,234.0,11,999,0,nonexistent,no
17607,49.0,blue-collar,divorced,basic.6y,unknown,no,no,cellular,jul,mon,1065.0,3,999,0,nonexistent,yes
17608,55.0,services,divorced,high.school,no,yes,no,cellular,jul,mon,499.0,3,999,0,nonexistent,no
17609,30.0,admin.,married,unknown,no,no,no,cellular,jul,mon,220.0,6,999,0,nonexistent,no
17610,30.0,admin.,married,unknown,no,no,no,cellular,jul,mon,270.0,3,999,0,nonexistent,no
17611,55.0,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,mon,213.0,3,999,0,nonexistent,no
17612,56.0,blue-collar,divorced,basic.6y,unknown,no,no,telephone,jul,mon,1037.0,3,999,0,nonexistent,no
17613,36.0,housemaid,married,basic.4y,no,no,no,cellular,jul,mon,262.0,4,999,0,nonexistent,no
17614,46.0,self-employed,married,university.degree,no,no,no,cellular,jul,mon,22.0,3,999,0,nonexistent,no
17615,53.0,management,married,unknown,no,no,no,cellular,jul,mon,123.0,2,999,0,nonexistent,no
17616,46.0,management,married,basic.9y,unknown,no,no,cellular,jul,mon,83.0,7,999,0,nonexistent,no
17617,47.0,blue-collar,divorced,basic.9y,no,yes,yes,cellular,jul,mon,138.0,3,999,0,nonexistent,no
17618,48.0,self-employed,married,university.degree,unknown,no,no,cellular,jul,mon,191.0,2,999,0,nonexistent,no
17619,39.0,technician,single,university.degree,unknown,yes,no,cellular,jul,mon,267.0,5,999,0,nonexistent,no
17620,55.0,retired,divorced,high.school,no,no,no,cellular,jul,mon,609.0,6,999,0,nonexistent,no
17621,53.0,retired,divorced,basic.9y,no,no,no,telephone,jul,mon,313.0,16,999,0,nonexistent,no
17622,55.0,admin.,married,,no,yes,no,cellular,jul,mon,170.0,3,999,0,nonexistent,no
17623,57.0,retired,single,unknown,unknown,no,no,cellular,jul,mon,117.0,5,999,0,nonexistent,no
17624,38.0,student,single,unknown,unknown,yes,yes,cellular,jul,mon,76.0,4,999,0,nonexistent,no
17625,48.0,retired,married,basic.4y,unknown,no,yes,cellular,jul,mon,780.0,2,999,0,nonexistent,no
17626,52.0,entrepreneur,married,basic.9y,no,yes,no,cellular,jul,mon,165.0,5,999,0,nonexistent,no
17627,36.0,technician,married,professional.course,no,no,no,cellular,jul,mon,314.0,4,999,0,nonexistent,no
17628,48.0,,married,university.degree,no,yes,no,cellular,jul,mon,306.0,6,999,0,nonexistent,no
17629,52.0,housemaid,married,basic.9y,no,yes,no,cellular,jul,mon,83.0,12,999,0,nonexistent,no
17630,47.0,services,married,basic.6y,no,yes,no,cellular,jul,mon,320.0,3,999,0,nonexistent,no
17631,43.0,unemployed,divorced,basic.9y,no,no,no,cellular,jul,mon,39.0,9,999,0,nonexistent,no
17632,58.0,technician,divorced,unknown,unknown,yes,no,cellular,jul,mon,341.0,12,999,0,nonexistent,no
17633,34.0,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,151.0,7,999,0,nonexistent,no
17634,57.0,retired,married,high.school,no,no,no,cellular,jul,mon,377.0,2,999,0,nonexistent,no
17635,51.0,entrepreneur,divorced,university.degree,no,unknown,unknown,cellular,jul,mon,19.0,14,999,0,nonexistent,no
17636,41.0,admin.,married,high.school,no,yes,yes,cellular,jul,mon,76.0,3,999,0,nonexistent,no
17637,55.0,technician,married,basic.9y,unknown,yes,no,cellular,jul,mon,72.0,6,999,0,nonexistent,no
17638,57.0,admin.,married,university.degree,unknown,yes,no,cellular,jul,mon,194.0,24,999,0,nonexistent,no
17639,45.0,self-employed,divorced,university.degree,no,no,yes,cellular,jul,mon,890.0,4,999,0,nonexistent,yes
17640,43.0,services,married,high.school,no,yes,yes,telephone,jul,mon,118.0,8,999,0,nonexistent,no
17641,45.0,self-employed,divorced,university.degree,no,yes,no,cellular,jul,mon,168.0,4,999,0,nonexistent,no
17642,58.0,technician,married,professional.course,no,no,yes,telephone,jul,mon,76.0,18,999,0,nonexistent,no
17643,56.0,services,divorced,high.school,no,no,no,cellular,jul,mon,167.0,6,999,0,nonexistent,no
17644,48.0,admin.,single,university.degree,no,no,no,cellular,jul,mon,472.0,3,999,0,nonexistent,no
17645,54.0,,divorced,high.school,unknown,no,no,telephone,jul,mon,178.0,4,999,0,nonexistent,no
17646,46.0,,divorced,professional.course,no,yes,no,cellular,jul,mon,276.0,2,999,0,nonexistent,no
17647,49.0,technician,married,university.degree,no,no,no,cellular,jul,mon,147.0,15,999,0,nonexistent,no
17648,60.0,retired,divorced,professional.course,no,no,no,cellular,jul,mon,131.0,7,999,0,nonexistent,no
17649,56.0,blue-collar,divorced,basic.9y,no,yes,yes,cellular,jul,mon,123.0,3,999,0,nonexistent,no
17650,54.0,housemaid,divorced,basic.4y,no,yes,no,cellular,jul,mon,50.0,4,999,0,nonexistent,no
17651,50.0,admin.,divorced,university.degree,unknown,no,yes,cellular,jul,mon,85.0,9,999,0,nonexistent,no
17652,41.0,unknown,unknown,unknown,no,yes,no,cellular,jul,mon,91.0,13,999,0,nonexistent,no
17653,53.0,blue-collar,married,high.school,no,yes,no,cellular,jul,mon,209.0,4,999,0,nonexistent,no
17654,58.0,,divorced,university.degree,no,no,no,cellular,jul,mon,97.0,6,999,0,nonexistent,no
17655,50.0,admin.,married,university.degree,no,no,no,telephone,jul,mon,1076.0,17,999,0,nonexistent,yes
17656,46.0,self-employed,married,university.degree,no,yes,no,cellular,jul,mon,152.0,4,999,0,nonexistent,no
17657,44.0,technician,divorced,professional.course,no,no,yes,telephone,jul,mon,107.0,3,999,0,nonexistent,no
17658,42.0,housemaid,married,basic.9y,unknown,no,no,cellular,jul,mon,100.0,16,999,0,nonexistent,no
17659,46.0,management,married,basic.9y,unknown,yes,yes,cellular,jul,mon,488.0,4,999,0,nonexistent,no
17660,43.0,unemployed,divorced,basic.9y,no,yes,no,cellular,jul,mon,265.0,4,999,0,nonexistent,no
17661,57.0,retired,single,unknown,unknown,yes,yes,cellular,jul,mon,174.0,6,999,0,nonexistent,no
17662,40.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,504.0,4,999,0,nonexistent,no
17663,26.0,admin.,single,university.degree,no,no,no,telephone,jul,mon,127.0,7,999,0,nonexistent,no
17664,53.0,blue-collar,married,high.school,no,no,yes,cellular,jul,mon,136.0,2,999,0,nonexistent,no
17665,55.0,services,divorced,high.school,no,no,no,cellular,jul,mon,164.0,7,999,0,nonexistent,no
17666,48.0,retired,married,basic.4y,unknown,no,no,cellular,jul,mon,110.0,4,999,0,nonexistent,no
17667,53.0,blue-collar,married,,no,yes,yes,cellular,jul,mon,243.0,2,999,0,nonexistent,no
17668,36.0,housemaid,married,basic.4y,no,yes,yes,cellular,jul,mon,120.0,6,999,0,nonexistent,no
17669,57.0,admin.,married,professional.course,no,unknown,unknown,cellular,jul,mon,127.0,6,999,0,nonexistent,no
17670,42.0,housemaid,married,basic.4y,unknown,yes,no,telephone,jul,mon,122.0,3,999,0,nonexistent,no
17671,40.0,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,206.0,10,999,0,nonexistent,no
17672,44.0,technician,divorced,professional.course,no,yes,yes,telephone,jul,mon,90.0,11,999,0,nonexistent,no
17673,48.0,retired,married,basic.4y,unknown,yes,yes,telephone,jul,mon,27.0,17,999,0,nonexistent,no
17674,39.0,admin.,divorced,high.school,no,no,no,telephone,jul,mon,210.0,3,999,0,nonexistent,no
17675,49.0,technician,married,high.school,no,yes,no,telephone,jul,mon,126.0,8,999,0,nonexistent,no
17676,54.0,housemaid,married,basic.4y,unknown,no,no,cellular,jul,mon,125.0,2,999,0,nonexistent,no
17677,39.0,admin.,single,high.school,no,yes,no,telephone,jul,mon,215.0,3,999,0,nonexistent,no
17678,50.0,technician,single,professional.course,no,no,yes,cellular,jul,mon,173.0,8,999,0,nonexistent,no
17679,49.0,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,jul,mon,786.0,4,999,0,nonexistent,no
17680,47.0,housemaid,married,basic.4y,unknown,no,no,cellular,jul,tue,38.0,16,999,0,nonexistent,no
17681,57.0,retired,married,high.school,no,no,no,cellular,jul,tue,193.0,9,999,0,nonexistent,no
17682,50.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,tue,215.0,3,999,0,nonexistent,no
17683,43.0,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,tue,393.0,2,999,0,nonexistent,no
17684,53.0,retired,divorced,university.degree,no,yes,no,cellular,jul,tue,62.0,4,999,0,nonexistent,no
17685,38.0,self-employed,married,high.school,no,yes,no,telephone,jul,tue,121.0,5,999,0,nonexistent,no
17686,55.0,entrepreneur,divorced,,no,no,no,telephone,jul,tue,345.0,16,999,0,nonexistent,no
17687,,technician,married,high.school,no,yes,no,cellular,jul,tue,88.0,5,999,0,nonexistent,no
17688,53.0,technician,married,professional.course,no,no,yes,cellular,jul,tue,178.0,11,999,0,nonexistent,no
17689,39.0,admin.,divorced,high.school,no,no,no,cellular,jul,tue,858.0,6,999,0,nonexistent,no
17690,55.0,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,tue,82.0,3,999,0,nonexistent,no
17691,50.0,self-employed,married,high.school,no,yes,no,cellular,jul,tue,119.0,6,999,0,nonexistent,no
17692,32.0,blue-collar,single,high.school,no,no,no,telephone,jul,tue,480.0,8,999,0,nonexistent,no
17693,42.0,technician,single,professional.course,no,yes,no,cellular,jul,tue,179.0,6,999,0,nonexistent,no
17694,35.0,admin.,single,unknown,no,yes,no,cellular,jul,tue,95.0,4,999,0,nonexistent,no
17695,46.0,admin.,single,university.degree,no,yes,yes,cellular,jul,tue,62.0,7,999,0,nonexistent,no
17696,47.0,technician,single,unknown,no,no,no,cellular,jul,tue,117.0,2,999,0,nonexistent,no
17697,38.0,unemployed,married,basic.4y,unknown,yes,no,cellular,jul,tue,176.0,20,999,0,nonexistent,no
17698,57.0,admin.,married,professional.course,no,yes,no,cellular,jul,tue,47.0,7,999,0,nonexistent,no
17699,42.0,services,single,unknown,unknown,yes,no,telephone,jul,tue,105.0,7,999,0,nonexistent,no
17700,47.0,admin.,married,high.school,unknown,yes,yes,cellular,jul,tue,10.0,22,999,0,nonexistent,no
